period,balance,item,normalized
2020-12-26 00:00:00+00:00,,Stablecoins,
2020-12-26 00:00:00+00:00,-1111193793.3432577,DAI,-0.9921163061546988
2020-12-26 00:00:00+00:00,-4827043.565863818,DSR,-0.004309769061797896
2020-12-26 00:00:00+00:00,-4002880.521836875,Equity,-0.003573924783502293
2020-12-26 00:00:00+00:00,,Others assets,
2020-12-26 00:00:00+00:00,,Real-World Assets,
2020-12-27 00:00:00+00:00,-4915022.612076818,DSR,-0.004475414616832857
2020-12-27 00:00:00+00:00,-4006100.154756975,Equity,-0.003647787732459677
2020-12-27 00:00:00+00:00,1098227322.579346,Crypto-Loans,1.0
2020-12-27 00:00:00+00:00,-1089306199.8125112,DAI,-0.9918767976507066
2020-12-27 00:00:00+00:00,,Others assets,
2020-12-27 00:00:00+00:00,,Stablecoins,
2020-12-27 00:00:00+00:00,,Real-World Assets,
2020-12-28 00:00:00+00:00,,Real-World Assets,
2020-12-28 00:00:00+00:00,,Others assets,
2020-12-28 00:00:00+00:00,,Stablecoins,
2020-12-28 00:00:00+00:00,1122117082.0887,Crypto-Loans,1.0
2020-12-28 00:00:00+00:00,-5011740.315385634,DSR,-0.004466325658332212
2020-12-28 00:00:00+00:00,-4004993.9499794394,Equity,-0.0035691408801339828
2020-12-28 00:00:00+00:00,-1113100347.8233342,DAI,-0.9919645334615331
2020-12-29 00:00:00+00:00,-4003495.9973845333,Equity,-0.0035540516655500638
2020-12-29 00:00:00+00:00,-1117432088.5587537,DAI,-0.9919858488870305
2020-12-29 00:00:00+00:00,-5024122.316160558,DSR,-0.004460099447418685
2020-12-29 00:00:00+00:00,1126459705.8722997,Crypto-Loans,0.999999999112263
2020-12-29 00:00:00+00:00,,Others assets,
2020-12-29 00:00:00+00:00,,Real-World Assets,
2020-12-29 00:00:00+00:00,1.0,Stablecoins,8.877370347995628e-10
2020-12-30 00:00:00+00:00,1149804441.2432206,Crypto-Loans,0.9999999991302869
2020-12-30 00:00:00+00:00,-1140845606.2477338,DAI,-0.9922083828637778
2020-12-30 00:00:00+00:00,1.0,Stablecoins,8.697131123002462e-10
2020-12-30 00:00:00+00:00,,Others assets,
2020-12-30 00:00:00+00:00,-4954749.090852579,DSR,-0.0043092102524722115
2020-12-30 00:00:00+00:00,-4004086.904633337,Equity,-0.0034824068837493185
2020-12-30 00:00:00+00:00,,Real-World Assets,
2020-12-31 00:00:00+00:00,,Others assets,
2020-12-31 00:00:00+00:00,-4538067.35691718,DSR,-0.00388031340685094
2020-12-31 00:00:00+00:00,-1160967301.0155082,DAI,-0.9926950458721986
2020-12-31 00:00:00+00:00,-4005153.356291481,Equity,-0.003424640720949859
2020-12-31 00:00:00+00:00,1.0,Stablecoins,8.550585748658723e-10
2020-12-31 00:00:00+00:00,,Real-World Assets,
2020-12-31 00:00:00+00:00,1169510520.7287176,Crypto-Loans,0.9999999991449414
2021-01-01 00:00:00+00:00,,Real-World Assets,
2021-01-01 00:00:00+00:00,-4007480.5442397515,Equity,-0.0033438894500235163
2021-01-01 00:00:00+00:00,-1189834739.8241582,DAI,-0.992812264425918
2021-01-01 00:00:00+00:00,1.0,Stablecoins,8.344118987252318e-10
2021-01-01 00:00:00+00:00,1198448872.4253964,Crypto-Loans,0.9999999991655881
2021-01-01 00:00:00+00:00,,Others assets,
2021-01-01 00:00:00+00:00,-4606653.056997666,DSR,-0.003843846124057816
2021-01-02 00:00:00+00:00,,Real-World Assets,
2021-01-02 00:00:00+00:00,,Others assets,
2021-01-02 00:00:00+00:00,-4005829.927312945,Equity,-0.0033967573236524545
2021-01-02 00:00:00+00:00,1179310013.1182795,Crypto-Loans,0.9999999991520465
2021-01-02 00:00:00+00:00,1.0,Stablecoins,8.479534541624816e-10
2021-01-02 00:00:00+00:00,-4598007.152379222,DSR,-0.0038988960471237574
2021-01-02 00:00:00+00:00,-1170706177.0385864,DAI,-0.992704346629223
2021-01-03 00:00:00+00:00,,Real-World Assets,
2021-01-03 00:00:00+00:00,-1214920492.0961084,DAI,-0.9930743982410757
2021-01-03 00:00:00+00:00,-4006820.6350355158,Equity,-0.0032751698706906395
2021-01-03 00:00:00+00:00,2964388.545068,Stablecoins,0.0024230872634859323
2021-01-03 00:00:00+00:00,1220428837.83149,Crypto-Loans,0.997576912736514
2021-01-03 00:00:00+00:00,,Others assets,
2021-01-03 00:00:00+00:00,-4465913.645413109,DSR,-0.003650431888232892
2021-01-04 00:00:00+00:00,-4014877.004397047,Equity,-0.0030648984087143926
2021-01-04 00:00:00+00:00,1306989961.9748678,Crypto-Loans,0.9977370291232733
2021-01-04 00:00:00+00:00,2964388.545068,Stablecoins,0.0022629708767266587
2021-01-04 00:00:00+00:00,,Others assets,
2021-01-04 00:00:00+00:00,-1301768503.7905903,DAI,-0.9937510442817367
2021-01-04 00:00:00+00:00,,Real-World Assets,
2021-01-04 00:00:00+00:00,-4170969.724947538,DSR,-0.0031840573095482548
2021-01-05 00:00:00+00:00,-1301832084.8681464,DAI,-0.9936883313522918
2021-01-05 00:00:00+00:00,1307136619.7826715,Crypto-Loans,0.9977372824490442
2021-01-05 00:00:00+00:00,-4014869.0042036623,Equity,-0.003064549205506213
2021-01-05 00:00:00+00:00,,Others assets,
2021-01-05 00:00:00+00:00,,Real-World Assets,
2021-01-05 00:00:00+00:00,2964388.545068,Stablecoins,0.002262717550955749
2021-01-05 00:00:00+00:00,-4254054.455388478,DSR,-0.00324711944220126
2021-01-06 00:00:00+00:00,-4006413.520751574,Equity,-0.0030594405481968135
2021-01-06 00:00:00+00:00,-4282521.451561832,DSR,-0.003270286431884116
2021-01-06 00:00:00+00:00,1306560492.764651,Crypto-Loans,0.9977362869637856
2021-01-06 00:00:00+00:00,2964388.545068,Stablecoins,0.0022637130362144564
2021-01-06 00:00:00+00:00,-1301235946.3374047,DAI,-0.9936702730199184
2021-01-06 00:00:00+00:00,,Real-World Assets,
2021-01-06 00:00:00+00:00,,Others assets,
2021-01-07 00:00:00+00:00,-4003988.305585652,Equity,-0.002950630947251946
2021-01-07 00:00:00+00:00,1329300500.7083724,Crypto-Loans,0.9795920707650344
2021-01-07 00:00:00+00:00,,Others assets,
2021-01-07 00:00:00+00:00,-4284591.452463541,DSR,-0.003157413851167815
2021-01-07 00:00:00+00:00,-1348705357.1877904,DAI,-0.9938919552015797
2021-01-07 00:00:00+00:00,,Real-World Assets,
2021-01-07 00:00:00+00:00,27693436.237468,Stablecoins,0.020407929234965542
2021-01-08 00:00:00+00:00,,Real-World Assets,
2021-01-08 00:00:00+00:00,,Others assets,
2021-01-08 00:00:00+00:00,-4045327.3583177514,DSR,-0.0029169928008029775
2021-01-08 00:00:00+00:00,-4001724.2931123693,Equity,-0.002885551630279281
2021-01-08 00:00:00+00:00,-1378767258.3476102,DAI,-0.9941974555689173
2021-01-08 00:00:00+00:00,27693436.237468,Stablecoins,0.01996910187455965
2021-01-08 00:00:00+00:00,1359120873.761573,Crypto-Loans,0.9800308981254403
2021-01-09 00:00:00+00:00,-4000750.0129155526,Equity,-0.002850423683642133
2021-01-09 00:00:00+00:00,-4079489.524780751,DSR,-0.0029065234071275854
2021-01-09 00:00:00+00:00,,Real-World Assets,
2021-01-09 00:00:00+00:00,,Others assets,
2021-01-09 00:00:00+00:00,-1395483039.8003376,DAI,-0.9942430529092298
2021-01-09 00:00:00+00:00,27693436.237468,Stablecoins,0.019730807043148856
2021-01-09 00:00:00+00:00,1375869843.1005666,Crypto-Loans,0.9802691929568511
2021-01-10 00:00:00+00:00,1390271781.4675076,Crypto-Loans,0.9804695941115602
2021-01-10 00:00:00+00:00,27693436.237468,Stablecoins,0.019530405888439746
2021-01-10 00:00:00+00:00,-4000858.6926714857,Equity,-0.002821549247270684
2021-01-10 00:00:00+00:00,-4081506.3597590965,DSR,-0.002878424878690009
2021-01-10 00:00:00+00:00,,Real-World Assets,
2021-01-10 00:00:00+00:00,-1409882852.6525443,DAI,-0.9943000258740388
2021-01-10 00:00:00+00:00,,Others assets,
2021-01-11 00:00:00+00:00,-4012859.444117748,DSR,-0.002949236299447271
2021-01-11 00:00:00+00:00,-1352625660.6271453,DAI,-0.9941072577892084
2021-01-11 00:00:00+00:00,27693436.237468,Stablecoins,0.020353189177281468
2021-01-11 00:00:00+00:00,,Others assets,
2021-01-11 00:00:00+00:00,1332950146.2621152,Crypto-Loans,0.9796468108227185
2021-01-11 00:00:00+00:00,-4005062.4283194495,Equity,-0.0029435059113437417
2021-01-11 00:00:00+00:00,,Real-World Assets,
2021-01-12 00:00:00+00:00,-4178569.708854797,DSR,-0.003075208370098737
2021-01-12 00:00:00+00:00,-4003488.3327192347,Equity,-0.002946357650628977
2021-01-12 00:00:00+00:00,,Real-World Assets,
2021-01-12 00:00:00+00:00,1330898947.8081362,Crypto-Loans,0.9794718933088894
2021-01-12 00:00:00+00:00,,Others assets,
2021-01-12 00:00:00+00:00,27893435.005466,Stablecoins,0.020528106691110583
2021-01-12 00:00:00+00:00,-1350610324.7720275,DAI,-0.9939784339792718
2021-01-13 00:00:00+00:00,,Real-World Assets,
2021-01-13 00:00:00+00:00,,Others assets,
2021-01-13 00:00:00+00:00,28012167.505367,Stablecoins,0.020594079088980314
2021-01-13 00:00:00+00:00,-4644144.211241125,DSR,-0.003414297489425097
2021-01-13 00:00:00+00:00,-1351556154.8442242,DAI,-0.9936415788148919
2021-01-13 00:00:00+00:00,1332192743.058273,Crypto-Loans,0.9794059209110196
2021-01-13 00:00:00+00:00,-4004611.5081739095,Equity,-0.0029441236956823536
2021-01-14 00:00:00+00:00,,Real-World Assets,
2021-01-14 00:00:00+00:00,,Others assets,
2021-01-14 00:00:00+00:00,1364866682.451069,Crypto-Loans,0.978496021379452
2021-01-14 00:00:00+00:00,-4909690.16435958,DSR,-0.003519839962247672
2021-01-14 00:00:00+00:00,-4007093.3617065507,Equity,-0.0028727530403808792
2021-01-14 00:00:00+00:00,-1385944976.388832,DAI,-0.9936074069973708
2021-01-14 00:00:00+00:00,29995077.463829998,Stablecoins,0.021503978620548037
2021-01-15 00:00:00+00:00,-1278519842.736054,DAI,-0.9929116473343119
2021-01-15 00:00:00+00:00,29995077.463829998,Stablecoins,0.023294485373646426
2021-01-15 00:00:00+00:00,-5118418.842446462,DSR,-0.00397501666749625
2021-01-15 00:00:00+00:00,,Others assets,
2021-01-15 00:00:00+00:00,1257652062.3078904,Crypto-Loans,0.9767055146263536
2021-01-15 00:00:00+00:00,,Real-World Assets,
2021-01-15 00:00:00+00:00,-4008878.1932190475,Equity,-0.003113335998191056
2021-01-16 00:00:00+00:00,1333245603.243307,Crypto-Loans,0.9779972253701591
2021-01-16 00:00:00+00:00,,Others assets,
2021-01-16 00:00:00+00:00,,Real-World Assets,
2021-01-16 00:00:00+00:00,-1353651331.3731163,DAI,-0.9929657693834029
2021-01-16 00:00:00+00:00,29995077.463829998,Stablecoins,0.022002774629840873
2021-01-16 00:00:00+00:00,-4000968.799590211,Equity,-0.0029348953975719366
2021-01-16 00:00:00+00:00,-5588380.534429695,DSR,-0.004099335219024496
2021-01-17 00:00:00+00:00,,Real-World Assets,
2021-01-17 00:00:00+00:00,29995077.463829998,Stablecoins,0.021815214328698325
2021-01-17 00:00:00+00:00,-1364892289.631523,DAI,-0.9926768107135108
2021-01-17 00:00:00+00:00,1344966314.7041538,Crypto-Loans,0.9781847856713016
2021-01-17 00:00:00+00:00,,Others assets,
2021-01-17 00:00:00+00:00,-4006886.0989603223,Equity,-0.00291418080666427
2021-01-17 00:00:00+00:00,-6062216.437499625,DSR,-0.0044090084798242704
2021-01-18 00:00:00+00:00,,Real-World Assets,
2021-01-18 00:00:00+00:00,,Others assets,
2021-01-18 00:00:00+00:00,-6286424.128881889,DSR,-0.004505783544628661
2021-01-18 00:00:00+00:00,29995079.465828996,Stablecoins,0.021498920961446406
2021-01-18 00:00:00+00:00,-4001889.101984557,Equity,-0.0028683470433226903
2021-01-18 00:00:00+00:00,-1384901683.4958794,DAI,-0.9926258694120481
2021-01-18 00:00:00+00:00,1365194917.2609177,Crypto-Loans,0.9785010790385537
2021-01-19 00:00:00+00:00,29995079.465828996,Stablecoins,0.021478349466896418
2021-01-19 00:00:00+00:00,,Real-World Assets,
2021-01-19 00:00:00+00:00,-6470334.895497045,DSR,-0.004633163723125324
2021-01-19 00:00:00+00:00,,Others assets,
2021-01-19 00:00:00+00:00,-4009473.5630548345,Equity,-0.002871033379447458
2021-01-19 00:00:00+00:00,1366531199.802465,Crypto-Loans,0.9785216505331037
2021-01-19 00:00:00+00:00,-1386046470.8097413,DAI,-0.9924958028974267
2021-01-20 00:00:00+00:00,29995079.465828996,Stablecoins,0.021404035101088806
2021-01-20 00:00:00+00:00,,Real-World Assets,
2021-01-20 00:00:00+00:00,-1390846949.3119566,DAI,-0.9924873497077977
2021-01-20 00:00:00+00:00,-4009325.526255662,Equity,-0.0028609940638240545
2021-01-20 00:00:00+00:00,-6518714.698370518,DSR,-0.004651656228377653
2021-01-20 00:00:00+00:00,,Others assets,
2021-01-20 00:00:00+00:00,1371379910.0707548,Crypto-Loans,0.9785959648989113
2021-01-21 00:00:00+00:00,-4248291.241548832,Equity,-0.0030492038930928075
2021-01-21 00:00:00+00:00,29995079.465828996,Stablecoins,0.021528917835559984
2021-01-21 00:00:00+00:00,,Real-World Assets,
2021-01-21 00:00:00+00:00,1363250958.0235794,Crypto-Loans,0.9784710821644401
2021-01-21 00:00:00+00:00,-1382705272.3591468,DAI,-0.9924343835570811
2021-01-21 00:00:00+00:00,,Others assets,
2021-01-21 00:00:00+00:00,-6292473.888711939,DSR,-0.0045164125498255905
2021-01-22 00:00:00+00:00,-1427159297.59478,DAI,-0.9923776829505557
2021-01-22 00:00:00+00:00,-4389354.844723353,Equity,-0.0030521454737361406
2021-01-22 00:00:00+00:00,,Others assets,
2021-01-22 00:00:00+00:00,1408126033.2052295,Crypto-Loans,0.9791428696779798
2021-01-22 00:00:00+00:00,29995079.465828996,Stablecoins,0.020857130322020224
2021-01-22 00:00:00+00:00,-6572460.231554454,DSR,-0.004570171575707736
2021-01-22 00:00:00+00:00,,Real-World Assets,
2021-01-23 00:00:00+00:00,,Real-World Assets,
2021-01-23 00:00:00+00:00,-1459525165.2112634,DAI,-0.992340120924938
2021-01-23 00:00:00+00:00,-6711519.458132508,DSR,-0.004563203286535487
2021-01-23 00:00:00+00:00,-4554563.648642793,Equity,-0.003096675788526265
2021-01-23 00:00:00+00:00,1440796168.8522103,Crypto-Loans,0.9796061613093425
2021-01-23 00:00:00+00:00,,Others assets,
2021-01-23 00:00:00+00:00,29995079.465828996,Stablecoins,0.020393838690657584
2021-01-24 00:00:00+00:00,-4656369.630519665,Equity,-0.0030583988625415255
2021-01-24 00:00:00+00:00,,Real-World Assets,
2021-01-24 00:00:00+00:00,-6824483.379327675,DSR,-0.004482460341628835
2021-01-24 00:00:00+00:00,29999079.465828996,Stablecoins,0.019704009302488463
2021-01-24 00:00:00+00:00,,Others assets,
2021-01-24 00:00:00+00:00,1492486979.350655,Crypto-Loans,0.9802959906975116
2021-01-24 00:00:00+00:00,-1511005205.8066363,DAI,-0.9924591407958294
2021-01-25 00:00:00+00:00,-7173402.354247223,DSR,-0.004590873039191758
2021-01-25 00:00:00+00:00,-4762598.215138953,Equity,-0.00304799349912928
2021-01-25 00:00:00+00:00,1532536475.9739985,Crypto-Loans,0.9808010260237664
2021-01-25 00:00:00+00:00,,Real-World Assets,
2021-01-25 00:00:00+00:00,29999079.465828996,Stablecoins,0.019198973976233623
2021-01-25 00:00:00+00:00,-1550599554.870441,DAI,-0.9923611334616788
2021-01-25 00:00:00+00:00,,Others assets,
2021-01-26 00:00:00+00:00,-1559679497.4542623,DAI,-0.9923742818806921
2021-01-26 00:00:00+00:00,,Others assets,
2021-01-26 00:00:00+00:00,1541665488.9653935,Crypto-Loans,0.9809125432561142
2021-01-26 00:00:00+00:00,-7113893.169497342,DSR,-0.004526343160231809
2021-01-26 00:00:00+00:00,-4871177.807462573,Equity,-0.003099374959075907
2021-01-26 00:00:00+00:00,29999079.465828996,Stablecoins,0.01908745674388586
2021-01-26 00:00:00+00:00,,Real-World Assets,
2021-01-27 00:00:00+00:00,1556436159.928169,Crypto-Loans,0.9753867041078206
2021-01-27 00:00:00+00:00,39275728.877850994,Stablecoins,0.02461329589217937
2021-01-27 00:00:00+00:00,-6954228.850318848,DSR,-0.004358072969878228
2021-01-27 00:00:00+00:00,-4978392.089274834,Equity,-0.0031198564880029066
2021-01-27 00:00:00+00:00,-1583779267.866426,DAI,-0.9925220705421186
2021-01-27 00:00:00+00:00,,Others assets,
2021-01-27 00:00:00+00:00,,Real-World Assets,
2021-01-28 00:00:00+00:00,-7153141.0241140975,DSR,-0.004445739231442783
2021-01-28 00:00:00+00:00,40270147.672111996,Stablecoins,0.02502824629884536
2021-01-28 00:00:00+00:00,-1596746107.6024792,DAI,-0.9923915646694612
2021-01-28 00:00:00+00:00,,Others assets,
2021-01-28 00:00:00+00:00,-5088740.035232744,Equity,-0.0031626960990957928
2021-01-28 00:00:00+00:00,,Real-World Assets,
2021-01-28 00:00:00+00:00,1568717840.9897144,Crypto-Loans,0.9749717537011546
2021-01-29 00:00:00+00:00,-5209068.321783761,Equity,-0.0031966460397482494
2021-01-29 00:00:00+00:00,,Real-World Assets,
2021-01-29 00:00:00+00:00,-7315268.098324972,DSR,-0.0044891564770645305
2021-01-29 00:00:00+00:00,-1617017457.388879,DAI,-0.992314197483187
2021-01-29 00:00:00+00:00,45882992.41584899,Stablecoins,0.02815699025957435
2021-01-29 00:00:00+00:00,,Others assets,
2021-01-29 00:00:00+00:00,1583658801.3931391,Crypto-Loans,0.9718430097404257
2021-01-30 00:00:00+00:00,-5320086.664277989,Equity,-0.0032437783038435225
2021-01-30 00:00:00+00:00,,Others assets,
2021-01-30 00:00:00+00:00,,Real-World Assets,
2021-01-30 00:00:00+00:00,-1627363341.1946318,DAI,-0.9922405839894073
2021-01-30 00:00:00+00:00,1594206485.331218,Crypto-Loans,0.972024091954497
2021-01-30 00:00:00+00:00,45882992.41584899,Stablecoins,0.027975908045503005
2021-01-30 00:00:00+00:00,-7406049.888156746,DSR,-0.004515637706748887
2021-01-31 00:00:00+00:00,-5439388.067083363,Equity,-0.003317633683354884
2021-01-31 00:00:00+00:00,-1626828402.4534004,DAI,-0.992247774649372
2021-01-31 00:00:00+00:00,1593655481.7603905,Crypto-Loans,0.9720146900249461
2021-01-31 00:00:00+00:00,,Others assets,
2021-01-31 00:00:00+00:00,45882992.41584899,Stablecoins,0.027985309975053916
2021-01-31 00:00:00+00:00,,Real-World Assets,
2021-01-31 00:00:00+00:00,-7270683.655755139,DSR,-0.004434591667272816
2021-02-01 00:00:00+00:00,-7456787.266557309,DSR,-0.0045060785761331865
2021-02-01 00:00:00+00:00,-1641817123.115616,DAI,-0.992137324016154
2021-02-01 00:00:00+00:00,1608945511.0312042,Crypto-Loans,0.972273264377382
2021-02-01 00:00:00+00:00,,Real-World Assets,
2021-02-01 00:00:00+00:00,-5554593.064879158,Equity,-0.0033565974077125137
2021-02-01 00:00:00+00:00,45882992.41584899,Stablecoins,0.02772673562261797
2021-02-01 00:00:00+00:00,,Others assets,
2021-02-02 00:00:00+00:00,,Real-World Assets,
2021-02-02 00:00:00+00:00,49294192.845401995,Stablecoins,0.029053817949690464
2021-02-02 00:00:00+00:00,-1683138560.64857,DAI,-0.9920357450329768
2021-02-02 00:00:00+00:00,-5720525.582635132,Equity,-0.003371656969324552
2021-02-02 00:00:00+00:00,1647356929.9350781,Crypto-Loans,0.9709461820503096
2021-02-02 00:00:00+00:00,-7792036.549274309,DSR,-0.004592597997698361
2021-02-02 00:00:00+00:00,,Others assets,
2021-02-03 00:00:00+00:00,1679322592.6698246,Crypto-Loans,0.971303235156443
2021-02-03 00:00:00+00:00,-1715150176.844558,DAI,-0.9920255481704264
2021-02-03 00:00:00+00:00,,Real-World Assets,
2021-02-03 00:00:00+00:00,49614913.030282,Stablecoins,0.02869676484355703
2021-02-03 00:00:00+00:00,-7949508.845835797,DSR,-0.004597915667643965
2021-02-03 00:00:00+00:00,-5837820.009712277,Equity,-0.0033765361619293127
2021-02-03 00:00:00+00:00,,Others assets,
2021-02-04 00:00:00+00:00,,Real-World Assets,
2021-02-04 00:00:00+00:00,-8144745.084777739,DSR,-0.004631468269555743
2021-02-04 00:00:00+00:00,1708951617.224495,Crypto-Loans,0.9717867296023802
2021-02-04 00:00:00+00:00,-5969170.857472874,Equity,-0.003394338942984474
2021-02-04 00:00:00+00:00,-1744452614.3125257,DAI,-0.9919741927874595
2021-02-04 00:00:00+00:00,,Others assets,
2021-02-04 00:00:00+00:00,49614913.030282,Stablecoins,0.028213270397619762
2021-02-05 00:00:00+00:00,-8282215.584777739,DSR,-0.004578634658601905
2021-02-05 00:00:00+00:00,49614913.030282,Stablecoins,0.02742847708546634
2021-02-05 00:00:00+00:00,1759268346.3531454,Crypto-Loans,0.9725715229145336
2021-02-05 00:00:00+00:00,-1794504283.1777468,DAI,-0.9920509097913915
2021-02-05 00:00:00+00:00,,Real-World Assets,
2021-02-05 00:00:00+00:00,,Others assets,
2021-02-05 00:00:00+00:00,-6096760.62090221,Equity,-0.0033704555500062177
2021-02-06 00:00:00+00:00,-6228198.327848989,Equity,-0.003416156577629279
2021-02-06 00:00:00+00:00,-1808522836.754951,DAI,-0.9919718126103623
2021-02-06 00:00:00+00:00,50213441.030282,Stablecoins,0.027541990128024857
2021-02-06 00:00:00+00:00,1772946061.855031,Crypto-Loans,0.9724580098719752
2021-02-06 00:00:00+00:00,-8408467.802512381,DSR,-0.004612030812008071
2021-02-06 00:00:00+00:00,,Real-World Assets,
2021-02-06 00:00:00+00:00,,Others assets,
2021-02-07 00:00:00+00:00,-8401073.59035238,DSR,-0.004668707575468926
2021-02-07 00:00:00+00:00,1744284806.0158274,Crypto-Loans,0.9693470245247382
2021-02-07 00:00:00+00:00,-6385886.448385151,Equity,-0.003548812674596459
2021-02-07 00:00:00+00:00,55158284.936078,Stablecoins,0.030652975475261773
2021-02-07 00:00:00+00:00,,Real-World Assets,
2021-02-07 00:00:00+00:00,-1784656130.9131672,DAI,-0.9917824797499342
2021-02-07 00:00:00+00:00,,Others assets,
2021-02-08 00:00:00+00:00,1799650165.584455,Crypto-Loans,0.9552938431308151
2021-02-08 00:00:00+00:00,,Others assets,
2021-02-08 00:00:00+00:00,,Real-World Assets,
2021-02-08 00:00:00+00:00,-6550768.659024962,Equity,-0.003477291913402809
2021-02-08 00:00:00+00:00,-1868925989.2542562,DAI,-0.9920669722062011
2021-02-08 00:00:00+00:00,84220622.995532,Stablecoins,0.04470615686918492
2021-02-08 00:00:00+00:00,-8394030.666705068,DSR,-0.0044557358803956355
2021-02-09 00:00:00+00:00,91201979.121046,Stablecoins,0.046972303392662375
2021-02-09 00:00:00+00:00,,Real-World Assets,
2021-02-09 00:00:00+00:00,-1926413084.028282,DAI,-0.9921721076082394
2021-02-09 00:00:00+00:00,-6693670.034415604,Equity,-0.0034474811039970823
2021-02-09 00:00:00+00:00,-8505058.29932469,DSR,-0.004380411287763055
2021-02-09 00:00:00+00:00,1850409833.240977,Crypto-Loans,0.9530276966073375
2021-02-09 00:00:00+00:00,,Others assets,
2021-02-10 00:00:00+00:00,96560533.038332,Stablecoins,0.049367697700839
2021-02-10 00:00:00+00:00,-6845778.222139389,Equity,-0.0034999838874481258
2021-02-10 00:00:00+00:00,-1940636707.272832,DAI,-0.9921731301313836
2021-02-10 00:00:00+00:00,1859385106.2230866,Crypto-Loans,0.950632302299161
2021-02-10 00:00:00+00:00,-8463153.766446449,DSR,-0.004326885981167762
2021-02-10 00:00:00+00:00,,Others assets,
2021-02-10 00:00:00+00:00,,Real-World Assets,
2021-02-11 00:00:00+00:00,,Others assets,
